Age,Gender,Education Level,Job Title,Years of Experience,Salary
60,Male,Bachelor's,Software Engineer,2,42400
42,Female,Bachelor's,Software Engineer,37,84400
63,Female,Master's,Data Scientist,19,84700
64,Male,Bachelor's,Data Analyst,28,70800
62,Male,PhD,HR Specialist,15,95750
30,Male,Bachelor's,Data Analyst,1,41100
45,Female,Bachelor's,Project Manager,28,72200
58,Male,PhD,Data Analyst,35,118500
62,Female,Bachelor's,Data Analyst,32,75200
38,Female,Bachelor's,Sales Executive,28,70800
45,Male,Master's,Systems Engineer,9,70620
42,Male,PhD,Product Manager,24,110000
60,Male,PhD,Systems Engineer,4,84720
62,Female,Master's,HR Specialist,3,63150
60,Female,Master's,HR Specialist,22,83100
34,Male,Bachelor's,Marketing Manager,39,86800
32,Female,Bachelor's,Data Analyst,25,67500
40,Male,Bachelor's,Software Engineer,22,66400
32,Male,Master's,Systems Engineer,34,100120
34,Female,PhD,Marketing Manager,20,104000
22,Female,Bachelor's,Project Manager,36,81400
61,Female,Master's,Product Manager,37,106250
40,Female,PhD,Data Analyst,39,122900
33,Male,Master's,Marketing Manager,27,92400
29,Male,Bachelor's,Systems Engineer,32,77760
29,Male,Master's,Project Manager,29,93350
33,Female,Master's,Sales Executive,32,95200
54,Male,Master's,UX Designer,24,87600
47,Female,Master's,Product Manager,3,63750
60,Female,PhD,HR Specialist,27,108350
49,Female,Bachelor's,Sales Executive,9,49900
26,Male,PhD,Data Analyst,23,105300
29,Female,Master's,UX Designer,7,68050
46,Female,Master's,UX Designer,17,79550
48,Female,Bachelor's,Product Manager,37,86250
44,Female,Bachelor's,Software Engineer,7,48400
51,Female,PhD,Sales Executive,30,113000
44,Female,PhD,Software Engineer,13,95600
41,Female,Bachelor's,Data Scientist,18,63400
39,Female,PhD,Sales Executive,31,114100
39,Female,Master's,Project Manager,22,85300
23,Female,Master's,Data Analyst,14,75400
25,Female,Bachelor's,Sales Executive,18,59800
51,Female,PhD,Sales Executive,35,118500
54,Male,Master's,Data Scientist,17,82100
57,Male,Bachelor's,Product Manager,19,63750
39,Female,PhD,Product Manager,31,118750
58,Female,Master's,Project Manager,39,104850
40,Female,PhD,Product Manager,36,125000
49,Male,PhD,UX Designer,15,97250
61,Male,PhD,Systems Engineer,29,114220
41,Male,Bachelor's,Data Scientist,16,60800
54,Female,Master's,Systems Engineer,33,98940
33,Female,Bachelor's,Systems Engineer,25,69500
36,Female,Master's,Data Scientist,16,80800
62,Female,Master's,Systems Engineer,30,95400
60,Male,Bachelor's,Systems Engineer,34,80120
23,Female,Bachelor's,Systems Engineer,2,42360
50,Male,Master's,Project Manager,38,103700
62,Male,Master's,HR Specialist,18,78900
31,Female,Master's,Project Manager,5,65750
23,Male,PhD,Software Engineer,6,87200
32,Male,Master's,Sales Executive,12,73200
34,Male,Bachelor's,Product Manager,12,55000
31,Male,Bachelor's,Data Scientist,12,55600
35,Female,Bachelor's,UX Designer,9,50350
39,Female,Master's,Systems Engineer,22,85960
30,Male,Master's,Marketing Manager,16,79200
60,Female,PhD,Data Scientist,4,85200
49,Male,PhD,Data Analyst,3,83300
24,Female,Bachelor's,Data Scientist,16,60800
41,Female,PhD,Sales Executive,14,95400
27,Female,PhD,UX Designer,38,123700
48,Female,Bachelor's,Data Scientist,4,45200
23,Female,Master's,UX Designer,2,62300
50,Male,PhD,Data Scientist,10,93000
59,Female,Master's,Project Manager,11,72650
24,Male,Bachelor's,Project Manager,39,84850
37,Male,Bachelor's,HR Specialist,26,67300
51,Female,PhD,Software Engineer,37,124400
61,Male,Bachelor's,Data Scientist,26,73800
23,Female,Bachelor's,Systems Engineer,4,44720
38,Male,Bachelor's,Data Scientist,26,73800
62,Male,PhD,Data Analyst,38,121800
33,Female,PhD,UX Designer,28,112200
56,Female,PhD,Systems Engineer,2,82360
64,Female,Bachelor's,HR Specialist,2,42100
22,Female,Master's,UX Designer,16,78400
36,Male,Bachelor's,Project Manager,23,66450
47,Female,PhD,Marketing Manager,23,107600
58,Male,Master's,Systems Engineer,13,75340
42,Male,Master's,Project Manager,21,84150
52,Male,PhD,Data Analyst,39,122900
46,Male,Master's,Systems Engineer,25,89500
44,Male,Master's,Systems Engineer,37,103660
45,Male,PhD,Systems Engineer,13,95340
59,Female,Master's,Software Engineer,15,78000
49,Male,Master's,Systems Engineer,28,93040
42,Male,PhD,Software Engineer,3,83600
64,Male,Master's,Project Manager,23,86450
39,Female,Master's,HR Specialist,4,64200
57,Female,Master's,Software Engineer,3,63600
56,Male,Master's,Software Engineer,39,106800
30,Female,PhD,Systems Engineer,8,89440
59,Male,Bachelor's,HR Specialist,25,66250
51,Female,Bachelor's,Systems Engineer,12,54160
55,Male,Master's,Project Manager,5,65750
53,Female,PhD,Systems Engineer,33,118940
24,Female,PhD,Product Manager,25,111250
24,Female,Master's,Sales Executive,25,87500
49,Male,Bachelor's,Project Manager,35,80250
36,Male,Master's,Data Scientist,15,79500
62,Male,PhD,UX Designer,26,109900
44,Female,PhD,UX Designer,10,91500
61,Female,Bachelor's,HR Specialist,24,65200
32,Male,PhD,Product Manager,35,123750
53,Female,PhD,Software Engineer,29,114800
57,Male,PhD,Product Manager,38,127500
54,Male,Bachelor's,Sales Executive,5,45500
45,Male,PhD,Project Manager,24,107600
60,Male,Master's,HR Specialist,19,79950
55,Female,Bachelor's,Product Manager,9,51250
49,Female,Master's,Data Analyst,26,88600
58,Female,Master's,Software Engineer,25,90000
28,Male,Bachelor's,Product Manager,35,83750
25,Female,Master's,HR Specialist,36,97800
58,Male,Bachelor's,Data Analyst,14,55400
22,Male,Master's,Data Scientist,6,67800
22,Male,Bachelor's,Project Manager,32,76800
41,Male,PhD,Project Manager,26,109900
40,Male,PhD,Data Scientist,15,99500
50,Male,Master's,Systems Engineer,31,96580
31,Female,PhD,UX Designer,37,122550
39,Female,Bachelor's,Data Analyst,38,81800
49,Female,Master's,Software Engineer,37,104400
56,Female,PhD,Product Manager,19,103750
64,Male,PhD,Sales Executive,14,95400
52,Male,Master's,UX Designer,36,101400
48,Female,PhD,HR Specialist,37,118850
32,Female,PhD,Systems Engineer,11,92980
59,Female,Master's,Software Engineer,27,92400
26,Female,PhD,Sales Executive,2,82200
29,Female,PhD,Sales Executive,22,104200
55,Female,PhD,Software Engineer,2,82400
33,Female,PhD,Systems Engineer,20,103600
59,Female,Master's,HR Specialist,17,77850
22,Male,Bachelor's,Data Scientist,4,45200
52,Male,Bachelor's,UX Designer,14,56100
25,Male,PhD,Marketing Manager,7,88400
26,Male,PhD,Marketing Manager,15,98000
51,Female,Bachelor's,Systems Engineer,30,75400
45,Male,PhD,Sales Executive,16,97600
24,Female,Bachelor's,Product Manager,2,42500
32,Male,Master's,Data Scientist,19,84700
25,Female,Master's,Data Scientist,1,61300
47,Female,Master's,Systems Engineer,31,96580
48,Male,Master's,HR Specialist,4,64200
64,Male,Master's,Systems Engineer,27,91860
48,Female,Master's,Product Manager,25,91250
63,Female,Bachelor's,Project Manager,22,65300
27,Female,PhD,Marketing Manager,10,92000
36,Male,Bachelor's,Systems Engineer,33,78940
51,Male,Master's,Data Scientist,30,99000
63,Female,PhD,HR Specialist,30,111500
58,Male,PhD,Marketing Manager,16,99200
58,Female,Master's,Data Analyst,9,69900
63,Male,Master's,Software Engineer,17,80400
58,Male,Master's,Data Scientist,35,105500
56,Male,Master's,Data Analyst,15,76500
44,Male,Master's,HR Specialist,28,89400
27,Male,Master's,Data Scientist,20,86000
25,Female,PhD,Systems Engineer,33,118940
39,Female,Master's,Data Scientist,33,102900
30,Male,Master's,HR Specialist,36,97800
50,Female,PhD,Data Scientist,13,96900
34,Female,Bachelor's,Product Manager,4,45000
38,Male,Master's,Sales Executive,23,85300
53,Female,PhD,Data Analyst,8,88800
43,Male,PhD,Project Manager,13,94950
25,Female,Bachelor's,Sales Executive,24,66400
26,Female,Master's,HR Specialist,30,91500
58,Female,Master's,Marketing Manager,30,96000
62,Female,Master's,Product Manager,25,91250
34,Female,PhD,Data Analyst,33,116300
55,Female,Master's,HR Specialist,9,69450
43,Female,Master's,Data Analyst,26,88600
44,Male,Master's,Data Scientist,24,91200
24,Male,Master's,UX Designer,33,97950
63,Male,Bachelor's,Systems Engineer,39,86020
55,Male,Bachelor's,Sales Executive,25,67500
53,Female,Bachelor's,Data Scientist,15,59500
42,Female,Master's,Software Engineer,6,67200
42,Female,Master's,Marketing Manager,20,84000
32,Male,PhD,Software Engineer,16,99200
60,Male,PhD,Software Engineer,21,105200
25,Male,PhD,Product Manager,15,98750
22,Female,Master's,Project Manager,39,104850
49,Male,Bachelor's,Sales Executive,4,44400
45,Female,Bachelor's,UX Designer,24,67600
56,Male,Bachelor's,Data Scientist,3,43900
34,Female,Master's,Software Engineer,1,61200
55,Male,Bachelor's,Software Engineer,30,76000
32,Female,PhD,Marketing Manager,13,95600
57,Male,PhD,UX Designer,18,100700
38,Male,Bachelor's,UX Designer,11,52650
56,Female,PhD,UX Designer,29,113350
39,Female,Bachelor's,Data Scientist,4,45200
61,Male,Bachelor's,Sales Executive,25,67500
43,Female,PhD,Sales Executive,36,119600
45,Male,PhD,Data Scientist,36,126800
40,Female,PhD,Product Manager,28,115000
58,Male,PhD,Data Scientist,8,90400
60,Female,Bachelor's,Systems Engineer,21,64780
42,Male,PhD,HR Specialist,35,116750
29,Male,PhD,Systems Engineer,18,101240
49,Male,Master's,Product Manager,25,91250
26,Female,PhD,Product Manager,5,86250
38,Male,PhD,Data Scientist,8,90400
58,Female,Bachelor's,Data Scientist,23,69900
57,Female,Bachelor's,Project Manager,3,43450
40,Female,Master's,Marketing Manager,37,104400
48,Male,PhD,Systems Engineer,31,116580
55,Female,PhD,Sales Executive,29,111900
32,Female,PhD,Project Manager,20,103000
33,Female,PhD,UX Designer,3,83450
42,Male,PhD,Data Analyst,23,105300
32,Female,PhD,Sales Executive,21,103100
60,Female,Master's,UX Designer,13,74950
49,Female,PhD,Project Manager,8,89200
26,Female,PhD,Software Engineer,5,86000
38,Male,PhD,Project Manager,25,108750
41,Male,Master's,Project Manager,39,104850
62,Female,PhD,Project Manager,37,122550
33,Female,Master's,Data Scientist,5,66500
27,Female,Bachelor's,Systems Engineer,8,49440
38,Female,PhD,Project Manager,4,84600
40,Male,Master's,Data Scientist,22,88600
47,Male,Bachelor's,UX Designer,14,56100
53,Male,Master's,Marketing Manager,19,82800
27,Male,Master's,Systems Engineer,13,75340
57,Female,Bachelor's,UX Designer,35,80250
59,Female,PhD,Product Manager,4,85000
32,Male,PhD,Sales Executive,33,116300
54,Male,Master's,Data Analyst,22,84200
45,Female,Bachelor's,Product Manager,1,41250
44,Female,PhD,HR Specialist,11,91550
36,Female,Master's,Marketing Manager,16,79200
48,Female,Bachelor's,HR Specialist,4,44200
32,Female,Master's,Software Engineer,29,94800
38,Male,Bachelor's,Software Engineer,39,86800
35,Male,PhD,Project Manager,38,123700
48,Female,PhD,Marketing Manager,24,108800
39,Female,Master's,UX Designer,9,70350
49,Male,PhD,Product Manager,8,90000
25,Female,PhD,Marketing Manager,14,96800
28,Male,Bachelor's,Product Manager,15,58750
56,Male,PhD,Data Analyst,22,104200
30,Male,Bachelor's,UX Designer,37,82550
29,Male,Bachelor's,HR Specialist,15,55750
38,Female,Master's,Product Manager,6,67500
38,Female,Bachelor's,Data Analyst,1,41100
54,Male,PhD,Marketing Manager,20,104000
53,Female,Bachelor's,Data Analyst,36,79600
29,Female,Bachelor's,Sales Executive,2,42200
40,Female,Master's,Data Analyst,6,66600
59,Female,PhD,Data Analyst,2,82200
24,Male,PhD,Project Manager,3,83450
26,Female,PhD,Software Engineer,7,88400
34,Male,Bachelor's,HR Specialist,20,61000
52,Male,PhD,Sales Executive,5,85500
37,Female,PhD,Sales Executive,25,107500
53,Male,Bachelor's,Software Engineer,38,85600
43,Female,Master's,Systems Engineer,18,81240
50,Female,Master's,Product Manager,1,61250
43,Male,Bachelor's,Data Analyst,25,67500
64,Female,Master's,Marketing Manager,17,80400
24,Male,Master's,Data Analyst,15,76500
31,Male,Master's,Marketing Manager,5,66000
63,Female,PhD,Data Analyst,17,98700
42,Female,Master's,Sales Executive,21,83100
37,Female,PhD,Systems Engineer,23,107140
33,Male,Master's,Software Engineer,10,72000
23,Female,PhD,UX Designer,17,99550
62,Male,Bachelor's,Data Scientist,1,41300
45,Male,Bachelor's,HR Specialist,37,78850
56,Female,Master's,UX Designer,7,68050
51,Female,PhD,HR Specialist,12,92600
51,Female,Bachelor's,Product Manager,1,41250
56,Male,Bachelor's,Software Engineer,20,64000
40,Female,Bachelor's,Marketing Manager,31,77200
29,Male,Bachelor's,UX Designer,4,44600
47,Female,Master's,UX Designer,26,89900
61,Female,PhD,HR Specialist,12,92600
28,Male,Bachelor's,UX Designer,22,65300
51,Male,Master's,Marketing Manager,1,61200
28,Female,Bachelor's,Software Engineer,1,41200
24,Female,Bachelor's,Product Manager,3,43750
22,Female,Bachelor's,Data Scientist,12,55600
57,Female,Bachelor's,Software Engineer,21,65200
46,Female,Master's,Project Manager,13,74950
58,Male,PhD,Product Manager,13,96250
22,Male,Master's,UX Designer,18,80700
36,Male,Master's,Marketing Manager,33,99600
58,Male,Master's,Systems Engineer,6,67080
34,Female,Bachelor's,UX Designer,25,68750
61,Male,PhD,Sales Executive,23,105300
29,Male,Bachelor's,Sales Executive,24,66400
26,Male,Master's,Systems Engineer,37,103660
30,Female,Bachelor's,Data Scientist,26,73800
22,Male,PhD,Sales Executive,4,84400
57,Female,PhD,Data Scientist,38,129400
56,Male,Bachelor's,Product Manager,35,83750
23,Female,Master's,Systems Engineer,11,72980
61,Male,Bachelor's,Data Scientist,36,86800
44,Female,Master's,Project Manager,25,88750
30,Male,PhD,Data Scientist,20,106000
55,Female,Bachelor's,Data Analyst,1,41100
35,Female,PhD,Product Manager,30,117500
25,Male,Master's,Project Manager,4,64600
51,Female,Master's,Systems Engineer,23,87140
52,Female,Bachelor's,HR Specialist,35,76750
59,Male,Bachelor's,UX Designer,22,65300
32,Male,Bachelor's,Marketing Manager,31,77200
56,Female,PhD,Sales Executive,1,81100
29,Male,Master's,Data Analyst,4,64400
24,Male,Master's,Data Analyst,19,80900
35,Male,PhD,HR Specialist,30,111500
34,Female,Bachelor's,UX Designer,1,41150
53,Female,Bachelor's,UX Designer,19,61850
55,Female,PhD,Sales Executive,21,103100
40,Female,Master's,Data Scientist,22,88600
59,Female,Master's,Systems Engineer,2,62360
37,Female,Master's,UX Designer,6,66900
23,Female,Master's,UX Designer,21,84150
61,Male,PhD,Marketing Manager,33,119600
38,Female,Master's,Project Manager,19,81850
55,Female,PhD,Project Manager,27,111050
63,Male,Bachelor's,Marketing Manager,37,84400
37,Male,PhD,Software Engineer,29,114800
59,Male,Master's,Systems Engineer,28,93040
23,Female,Bachelor's,UX Designer,34,79100
23,Male,PhD,Sales Executive,1,81100
47,Female,PhD,Systems Engineer,25,109500
34,Female,PhD,HR Specialist,21,102050
52,Female,Bachelor's,Data Analyst,34,77400
55,Male,PhD,UX Designer,26,109900
60,Male,Master's,Software Engineer,36,103200
24,Female,Bachelor's,Sales Executive,35,78500
29,Female,Bachelor's,Systems Engineer,23,67140
44,Female,PhD,Product Manager,17,101250
35,Male,Master's,Data Analyst,12,73200
48,Female,Bachelor's,UX Designer,20,63000
50,Male,PhD,Systems Engineer,39,126020
60,Female,Master's,Systems Engineer,27,91860
60,Male,PhD,Sales Executive,37,120700
22,Female,PhD,Data Analyst,20,102000
38,Male,Bachelor's,Project Manager,11,52650
62,Male,Bachelor's,Project Manager,28,72200
51,Male,PhD,Product Manager,2,82500
34,Male,Bachelor's,Data Scientist,24,71200
42,Male,Bachelor's,Marketing Manager,16,59200
40,Male,Master's,UX Designer,12,73800
40,Female,Master's,Sales Executive,16,77600
46,Female,PhD,UX Designer,36,121400
43,Female,PhD,Sales Executive,2,82200
52,Female,PhD,Project Manager,25,108750
38,Male,PhD,Sales Executive,29,111900
44,Female,Master's,Data Analyst,28,90800
53,Male,Bachelor's,Data Scientist,10,53000
31,Male,Master's,Product Manager,23,88750
31,Male,PhD,Software Engineer,32,118400
57,Female,PhD,Project Manager,31,115650
29,Male,Master's,Software Engineer,19,82800
41,Female,Master's,Software Engineer,15,78000
53,Female,PhD,HR Specialist,33,114650
35,Female,Bachelor's,Data Scientist,17,62100
49,Female,PhD,Marketing Manager,36,123200
45,Female,Master's,Systems Engineer,20,83600
36,Male,PhD,Data Analyst,9,89900
43,Male,PhD,Sales Executive,38,121800
51,Female,Bachelor's,UX Designer,3,43450
25,Male,PhD,Marketing Manager,2,82400
34,Female,PhD,UX Designer,18,100700
44,Male,PhD,Product Manager,23,108750
29,Male,Master's,Product Manager,19,83750
39,Male,Master's,Data Analyst,7,67700
33,Male,Bachelor's,Sales Executive,35,78500
52,Male,PhD,Sales Executive,20,102000
35,Male,Master's,Project Manager,20,83000
55,Male,Bachelor's,Sales Executive,19,60900
39,Male,PhD,Systems Engineer,16,98880
55,Male,Bachelor's,Marketing Manager,38,85600
32,Male,Bachelor's,Marketing Manager,21,65200
62,Male,Bachelor's,UX Designer,29,73350
33,Male,Bachelor's,HR Specialist,38,79900
36,Male,Bachelor's,Data Analyst,24,66400
52,Female,Bachelor's,Data Analyst,37,80700
50,Male,Bachelor's,Systems Engineer,29,74220
47,Male,PhD,Sales Executive,31,114100
39,Male,PhD,HR Specialist,39,120950
53,Male,Bachelor's,Project Manager,12,53800
43,Male,PhD,Project Manager,30,114500
59,Male,Bachelor's,Marketing Manager,4,44800
38,Female,PhD,Systems Engineer,30,115400
44,Female,Master's,Software Engineer,5,66000
45,Female,Bachelor's,Software Engineer,16,59200
29,Male,Master's,Sales Executive,27,89700
62,Male,Bachelor's,Marketing Manager,4,44800
27,Male,Bachelor's,Systems Engineer,8,49440
26,Female,Master's,Software Engineer,8,69600
50,Male,Master's,Data Scientist,17,82100
49,Male,Master's,UX Designer,3,63450
32,Female,Bachelor's,Product Manager,27,73750
22,Female,Master's,UX Designer,34,99100
64,Male,Master's,Product Manager,21,86250
40,Male,PhD,Data Scientist,24,111200
30,Male,PhD,Data Scientist,29,117700
48,Male,Master's,Systems Engineer,39,106020
55,Female,Master's,HR Specialist,6,66300
25,Male,Master's,Data Analyst,14,75400
57,Male,Master's,Software Engineer,14,76800
39,Female,PhD,Systems Engineer,37,123660
36,Male,Bachelor's,HR Specialist,24,65200
34,Male,Master's,Data Analyst,13,74300
40,Female,Master's,Systems Engineer,1,61180
27,Female,PhD,Sales Executive,12,93200
33,Male,Master's,Data Analyst,24,86400
58,Female,Master's,UX Designer,37,102550
38,Female,PhD,Data Analyst,20,102000
44,Male,Master's,UX Designer,6,66900
47,Female,Master's,Project Manager,12,73800
50,Male,PhD,Product Manager,21,106250
54,Male,Bachelor's,UX Designer,3,43450
48,Male,Master's,Data Scientist,27,95100
46,Male,Master's,Sales Executive,36,99600
31,Female,Bachelor's,Software Engineer,17,60400
44,Male,PhD,Project Manager,15,97250
42,Male,Bachelor's,Project Manager,39,84850
42,Male,Master's,Marketing Manager,4,64800
64,Male,Bachelor's,Systems Engineer,17,60060
34,Female,PhD,Systems Engineer,38,124840
58,Female,Master's,Systems Engineer,11,72980
54,Female,PhD,Data Analyst,12,93200
45,Male,PhD,Software Engineer,32,118400
32,Female,Bachelor's,Product Manager,27,73750
38,Female,Bachelor's,UX Designer,27,71050
25,Male,PhD,Systems Engineer,29,114220
46,Female,PhD,Project Manager,9,90350
51,Male,Master's,UX Designer,3,63450
30,Female,PhD,Software Engineer,39,126800
42,Female,PhD,Project Manager,29,113350
41,Female,Bachelor's,Data Scientist,21,67300
40,Female,PhD,Software Engineer,35,122000
40,Male,PhD,Data Analyst,10,91000
33,Male,Bachelor's,Systems Engineer,23,67140
58,Female,Master's,HR Specialist,39,100950
63,Male,Bachelor's,Sales Executive,25,67500
38,Female,Bachelor's,Project Manager,24,67600
58,Female,PhD,Marketing Manager,20,104000
60,Female,PhD,Marketing Manager,15,98000
49,Female,Master's,Sales Executive,21,83100
62,Female,PhD,Product Manager,12,95000
56,Female,Master's,Product Manager,18,82500
39,Male,Master's,Sales Executive,23,85300
35,Male,Master's,HR Specialist,29,90450
56,Female,Master's,Data Analyst,36,99600
62,Male,PhD,Software Engineer,5,86000
28,Female,Bachelor's,HR Specialist,39,80950
62,Male,Bachelor's,UX Designer,26,69900
34,Male,PhD,Systems Engineer,39,126020
39,Male,PhD,Product Manager,11,93750
58,Female,Master's,Project Manager,11,72650
34,Male,PhD,Product Manager,18,102500
57,Female,Bachelor's,Marketing Manager,12,54400
52,Female,PhD,Project Manager,16,98400
23,Female,PhD,UX Designer,27,111050
37,Male,Master's,UX Designer,36,101400
30,Male,Master's,Systems Engineer,17,80060
30,Male,Master's,Data Scientist,21,87300
59,Female,Master's,Marketing Manager,37,104400
32,Female,Bachelor's,Sales Executive,31,74100
43,Male,PhD,Product Manager,35,123750
54,Female,PhD,Systems Engineer,27,111860
57,Male,Master's,Systems Engineer,23,87140
44,Male,Bachelor's,Data Scientist,32,81600
55,Male,Bachelor's,UX Designer,17,59550
30,Male,PhD,Marketing Manager,11,93200
45,Female,Master's,Project Manager,1,61150
29,Male,PhD,Marketing Manager,28,113600
28,Male,PhD,Marketing Manager,18,101600
57,Male,Bachelor's,Product Manager,20,65000
39,Male,Bachelor's,Project Manager,7,48050
24,Male,PhD,HR Specialist,37,118850
49,Male,Master's,Project Manager,16,78400
27,Male,Master's,Systems Engineer,39,106020
42,Female,PhD,Data Scientist,23,109900
49,Female,PhD,Marketing Manager,32,118400
61,Female,Master's,Project Manager,17,79550
22,Female,Master's,Systems Engineer,19,82420
57,Male,Master's,Software Engineer,34,100800
42,Female,PhD,UX Designer,14,96100
64,Female,Bachelor's,Data Scientist,3,43900
56,Female,Master's,Data Analyst,39,102900
34,Male,Master's,Sales Executive,25,87500
31,Female,Master's,Systems Engineer,11,72980
31,Female,PhD,Marketing Manager,15,98000
34,Male,Bachelor's,Data Scientist,19,64700
58,Female,Bachelor's,UX Designer,15,57250
59,Male,Master's,Project Manager,15,77250
45,Female,PhD,Software Engineer,38,125600
23,Male,Bachelor's,Data Analyst,15,56500
43,Female,PhD,UX Designer,9,90350
38,Female,Bachelor's,Software Engineer,5,46000
57,Female,Master's,Sales Executive,19,80900
35,Male,PhD,Data Scientist,24,111200
31,Female,Master's,HR Specialist,29,90450
56,Male,Bachelor's,Product Manager,5,46250
46,Male,Bachelor's,Data Scientist,22,68600
24,Male,Master's,Data Analyst,13,74300
59,Male,Bachelor's,HR Specialist,29,70450
38,Female,Master's,HR Specialist,16,76800
33,Female,Master's,Sales Executive,36,99600
45,Female,Master's,Product Manager,17,81250
50,Male,Bachelor's,HR Specialist,20,61000
64,Female,PhD,Systems Engineer,14,96520
46,Male,Master's,UX Designer,6,66900
57,Male,PhD,HR Specialist,22,103100
47,Male,Bachelor's,HR Specialist,9,49450
59,Female,Bachelor's,UX Designer,32,76800
22,Female,PhD,Project Manager,24,107600
41,Male,Master's,Sales Executive,33,96300
49,Female,Bachelor's,HR Specialist,13,53650
37,Female,Master's,HR Specialist,35,96750
38,Male,Master's,Product Manager,6,67500
61,Male,PhD,Software Engineer,30,116000
49,Female,Bachelor's,Project Manager,38,83700
33,Male,PhD,Marketing Manager,16,99200
48,Male,Bachelor's,Project Manager,1,41150
63,Female,PhD,UX Designer,18,100700
51,Female,Bachelor's,Product Manager,22,67500
62,Male,Bachelor's,Sales Executive,26,68600
55,Female,Bachelor's,Data Scientist,14,58200
58,Male,Master's,Product Manager,37,106250
27,Male,Master's,Data Analyst,14,75400
28,Female,PhD,UX Designer,26,109900
53,Male,PhD,Software Engineer,36,123200
53,Male,Bachelor's,Data Analyst,23,65300
46,Male,Bachelor's,Data Analyst,2,42200
54,Female,Master's,Sales Executive,39,102900
28,Female,Master's,Marketing Manager,7,68400
33,Female,Master's,Data Scientist,39,110700
37,Male,PhD,HR Specialist,22,103100
37,Male,Master's,Systems Engineer,28,93040
64,Female,PhD,HR Specialist,38,119900
57,Female,Master's,Data Analyst,20,82000
34,Female,Master's,Project Manager,18,80700
28,Male,Bachelor's,Systems Engineer,24,68320
57,Female,PhD,Sales Executive,33,116300
30,Male,Master's,Data Scientist,26,93800
53,Female,Bachelor's,Sales Executive,19,60900
32,Male,PhD,UX Designer,13,94950
29,Male,PhD,Software Engineer,10,92000
54,Female,Master's,Data Analyst,14,75400
44,Male,PhD,Project Manager,9,90350
46,Female,Bachelor's,Sales Executive,11,52100
29,Male,Bachelor's,Systems Engineer,3,43540
43,Male,PhD,Data Analyst,12,93200
25,Female,Bachelor's,Data Scientist,35,85500
61,Male,PhD,Project Manager,39,124850
24,Female,Bachelor's,Marketing Manager,39,86800
50,Female,PhD,Marketing Manager,32,118400
62,Female,PhD,Systems Engineer,39,126020
50,Male,PhD,Software Engineer,14,96800
55,Male,Bachelor's,Marketing Manager,1,41200
55,Male,PhD,Data Analyst,27,109700
49,Female,PhD,Data Scientist,37,128100
34,Female,Master's,Software Engineer,1,61200
36,Male,Master's,HR Specialist,29,90450
44,Male,PhD,Data Scientist,24,111200
47,Female,Master's,Data Analyst,17,78700
25,Male,PhD,Data Analyst,35,118500
47,Female,Master's,UX Designer,31,95650
61,Male,Bachelor's,Software Engineer,32,78400
30,Female,Bachelor's,Data Scientist,19,64700
26,Male,PhD,Software Engineer,31,117200
53,Male,PhD,Systems Engineer,39,126020
41,Female,Bachelor's,Product Manager,20,65000
32,Female,Bachelor's,Software Engineer,28,73600
36,Female,Master's,Marketing Manager,3,63600
53,Male,PhD,Data Analyst,32,115200
49,Female,Bachelor's,UX Designer,22,65300
43,Female,Bachelor's,HR Specialist,15,55750
62,Male,PhD,UX Designer,38,123700
38,Female,Master's,Data Scientist,19,84700
47,Female,Master's,Systems Engineer,31,96580
28,Female,Master's,Systems Engineer,26,90680
63,Male,Master's,HR Specialist,5,65250
47,Male,Bachelor's,Software Engineer,20,64000
46,Male,PhD,Software Engineer,2,82400
31,Female,PhD,Data Scientist,21,107300
40,Male,Bachelor's,Data Scientist,36,86800
32,Female,Bachelor's,Project Manager,28,72200
34,Female,Bachelor's,Software Engineer,20,64000
29,Female,PhD,Data Scientist,37,128100
61,Male,PhD,Systems Engineer,39,126020
25,Male,PhD,Product Manager,36,125000
52,Female,Master's,Data Analyst,11,72100
49,Female,Bachelor's,Software Engineer,3,43600
32,Male,Bachelor's,Project Manager,37,82550
64,Male,Bachelor's,Data Analyst,20,62000
22,Male,PhD,Marketing Manager,32,118400
59,Female,Bachelor's,Product Manager,25,71250
45,Male,Bachelor's,UX Designer,21,64150
52,Male,Master's,Software Engineer,16,79200
62,Male,PhD,UX Designer,1,81150
47,Female,Bachelor's,Project Manager,23,66450
26,Male,PhD,Software Engineer,24,108800
41,Female,PhD,Project Manager,25,108750
62,Female,PhD,Sales Executive,7,87700
32,Female,Master's,Project Manager,38,103700
54,Male,PhD,Data Scientist,39,130700
59,Male,PhD,Data Scientist,35,125500
48,Male,PhD,UX Designer,14,96100
55,Female,Bachelor's,Sales Executive,9,49900
36,Male,Master's,Project Manager,3,63450
53,Female,Bachelor's,Marketing Manager,38,85600
42,Male,Master's,UX Designer,20,83000
26,Male,Master's,Data Analyst,33,96300
27,Male,PhD,Data Scientist,32,121600
59,Male,PhD,Data Analyst,36,119600
43,Female,Bachelor's,Data Analyst,26,68600
39,Female,Master's,Sales Executive,5,65500
35,Female,PhD,UX Designer,30,114500
31,Female,PhD,Systems Engineer,17,100060
34,Male,PhD,UX Designer,6,86900
52,Female,PhD,Systems Engineer,15,97700
51,Female,Bachelor's,Project Manager,1,41150
24,Female,Bachelor's,Systems Engineer,13,55340
51,Male,PhD,Software Engineer,34,120800
27,Female,PhD,Project Manager,30,114500
